,frequency,index,word
120,-4.835387294331868,120,living
121,-4.844222768672795,121,air
122,-4.8519945829785875,122,truck
123,-4.894959690594378,123,window
124,-4.899738672210729,124,desk
125,-4.909768846570666,125,as
126,-4.9201043322315865,126,'s
127,-4.9241868037109935,127,motorcycle
128,-4.925619615336734,128,umbrella
129,-4.9266443105795865,129,car
130,-4.929107871669534,130,trees
131,-4.934673175119666,131,tree
132,-4.940893390074596,132,each
133,-4.941517544885246,133,covered
134,-4.949457411084814,134,many
135,-4.951557369857357,135,elephant
136,-4.951977891310149,136,park
137,-4.9521882183695,137,open
138,-4.953240517740517,138,close
139,-4.975167952959285,139,very
140,-4.976460221069338,140,wall
141,-4.984031917600232,141,this
142,-4.9857706704834115,142,old
143,-5.016025821275529,143,little
144,-5.017372018472327,144,filled
145,-5.027526680931702,145,fire
146,-5.027526680931702,146,under
147,-5.029342799478548,147,behind
148,-5.036182771426325,148,stop
149,-5.052327033505903,149,sky
150,-5.056287434722,150,court
151,-5.0581565941447035,151,together
152,-5.062609900461487,152,child
153,-5.0635499710360055,153,into
154,-5.091687258831848,154,kite
155,-5.120141471840438,155,its
156,-5.132408492608403,156,surfboard
157,-5.132408492608403,157,bat
158,-5.135183119183509,158,skis
159,-5.139740089094635,159,inside
160,-5.146870244079227,160,sheep
161,-5.157403417893172,161,photo
162,-5.157403417893172,162,bowl
163,-5.158695574682342,163,airplane
164,-5.1664837760426865,164,boat
165,-5.1717098135444095,165,big
166,-5.179072455271038,166,background
167,-5.192891436804156,167,back
168,-5.193962387375056,168,bunch
169,-5.197182137943017,169,ocean
170,-5.201761270523569,170,couch
171,-5.205819168692964,171,stands
172,-5.212073437889989,172,chair
173,-5.222217459076569,173,bird
174,-5.2258061447775725,174,zebra
175,-5.226082731696774,175,light
176,-5.226912951752763,176,view
177,-5.228020985107125,177,traffic
178,-5.236370602220975,178,cell
179,-5.2372094111615315,179,hydrant
180,-5.237489170570266,180,plane
181,-5.241133183011861,181,glass
182,-5.250160042614369,182,teddy
183,-5.260127375595637,183,mirror
184,-5.267308219319889,184,women
185,-5.268750596607314,185,fence
186,-5.273090253352798,186,counter
187,-5.276866583185494,187,sandwich
188,-5.308502628714614,188,orange
189,-5.3121138273425865,189,different
190,-5.313622350784489,190,shirt
191,-5.315738114003853,191,horses
192,-5.318161623217908,192,wave
193,-5.318161623217908,193,another
194,-5.32638460239834,194,giraffes
195,-5.331596939816288,195,sidewalk
196,-5.335292663148092,196,lot
197,-5.342725339050613,197,tall
198,-5.345838666596484,198,tracks
199,-5.351153670510749,199,hand
200,-5.352722298283376,200,flowers
201,-5.355552043922613,201,floor
202,-5.356812283534901,202,vase
203,-5.360602559708681,203,stand
204,-5.3666333667509925,204,parking
205,-5.3698221449632335,205,cars
206,-5.372380509006561,206,baby
207,-5.396360919301385,207,racket
208,-5.407243137161792,208,being
209,-5.41023168330111,209,ground
210,-5.410897019320331,210,vegetables
211,-5.41289568754063,211,grassy
212,-5.424297554857813,212,elephants
213,-5.428014403198314,213,bananas
214,-5.434467134027442,214,off
215,-5.434807907586713,215,tower
216,-5.444052965730763,216,zebras
217,-5.444741197003628,217,tie
218,-5.445085490344953,218,day
219,-5.467722709816668,219,dirt
220,-5.469838366459123,220,full
221,-5.476923057799783,221,along
222,-5.476923057799783,222,ready
223,-5.485132991474228,223,hill
224,-5.486567711949888,224,middle
225,-5.49739423415609,225,image
226,-5.517182347769495,226,slope
227,-5.5179228142972185,227,station
228,-5.524239015864015,228,bike
229,-5.524239015864015,229,driving
230,-5.53699237701757,230,signs
231,-5.540395670149278,231,sit
232,-5.548000269534497,232,taking
233,-5.549145963759494,233,stuffed
234,-5.564936779065395,234,four
235,-5.57038638383296,235,skiing
236,-5.58691568578417,236,skate
237,-5.592885852770674,237,cows
238,-5.598490351027459,238,grazing
239,-5.600097422486234,239,wine
240,-5.60090192775891,240,piece
241,-5.605338313337207,241,across
242,-5.611013237363231,242,beside
243,-5.612233493768461,243,above
244,-5.619586468073719,244,head
245,-5.619996556248423,245,luggage
246,-5.62410671411025,246,during
247,-5.626993909351581,247,snowy
248,-5.632378059860928,248,wii
249,-5.633208969755015,249,broccoli
250,-5.650396565363606,250,long
251,-5.659742427781843,251,refrigerator
252,-5.662306531750781,252,hat
253,-5.672196958536017,253,doing
254,-5.675226608115886,254,ski
255,-5.675226608115886,255,display
256,-5.69271721578211,256,glasses
257,-5.693599828372505,257,mountain
258,-5.693599828372505,258,hanging
259,-5.695809774023307,259,herd
260,-5.696252349821636,260,pink
261,-5.697581253671689,261,suit
262,-5.700244371091173,262,fruit
263,-5.7064860320146495,263,kites
264,-5.713667391423314,264,children
265,-5.71682552623859,265,cow
266,-5.722262784763178,266,them
267,-5.726816526694173,267,holds
268,-5.729101197553155,268,cutting
269,-5.73783086475328,269,double
270,-5.741066365611428,270,hot
271,-5.7419927204715595,271,buildings
272,-5.744312368925276,272,going
273,-5.748035034927522,273,camera
274,-5.754583234191022,274,corner
275,-5.759758498623581,275,trick
276,-5.764012818441318,276,pole
277,-5.766384173595719,277,empty
278,-5.768285314852743,278,talking
279,-5.771143820848707,279,jumping
280,-5.771143820848707,280,pair
281,-5.773532166861005,281,airport
282,-5.78459263066132,282,swinging
283,-5.786044360894506,283,oven
284,-5.787013353218388,284,keyboard
285,-5.793334794157185,285,umbrellas
286,-5.794310880130241,286,watching
287,-5.795776797812737,287,track
288,-5.805111181481011,288,chairs
289,-5.809067665376085,289,posing
290,-5.811548440649847,290,stove
291,-5.811548440649847,291,looks
292,-5.818527531789239,292,boats
293,-5.819528532873824,293,television
294,-5.829088354106982,294,smiling
295,-5.835682341986278,295,animals
296,-5.836191377375228,296,colorful
297,-5.836191377375228,297,video
298,-5.837210226164331,298,box
299,-5.838230114065077,299,topped
300,-5.841807935412961,300,traveling
301,-5.847456217438369,301,soccer
302,-5.849518073838928,302,crowd
303,-5.8546913911191485,303,getting
304,-5.8645950425638915,304,tv
305,-5.86879452380121,305,door
306,-5.869320701135107,306,various
307,-5.878839546144314,307,surf
308,-5.878839546144314,308,using
309,-5.879902810465644,309,hit
310,-5.880434866876174,310,lady
311,-5.884701540015549,311,plates
312,-5.893829120163839,312,birds
313,-5.89707061408801,313,banana
314,-5.913437591552215,314,who
315,-5.9172954084062255,315,body
316,-5.924499651258074,316,dogs
317,-5.932316553149684,317,set
318,-5.932316553149684,318,wood
319,-5.939065735124613,319,all
320,-5.939065735124613,320,lots
321,-5.941325623092051,321,guy
322,-5.941891393969943,322,against
323,-5.941891393969943,323,runway
324,-5.948136092094577,324,motorcycles
325,-5.952702310074159,325,coffee
326,-5.960743708949153,326,carrying
327,-5.964788788142961,327,someone
328,-5.9676881813019635,328,skateboarder
329,-5.9682690700781,329,players
330,-5.972344767131914,330,cheese
331,-5.975266183174049,331,river
332,-5.977609476572022,332,house
333,-5.977609476572022,333,paper
334,-5.97937055715632,334,bedroom
335,-5.993571979262488,335,night
336,-5.996556165302815,336,waiting
337,-5.996556165302815,337,something
338,-6.000749043562851,338,bears
339,-6.0031528908742455,339,restaurant
340,-6.0037547566763445,340,be
341,-6.0037547566763445,341,lights
342,-6.006165848863076,342,jet
343,-6.0085827684686155,343,walk
344,-6.009793422369511,344,meat
345,-6.009793422369511,345,snowboard
346,-6.0189203491269465,346,cup
347,-6.031220627208599,347,brick
348,-6.03307878816443,348,home
349,-6.039297713680086,349,metal
350,-6.045555556379591,350,skier
351,-6.046183499885311,351,about
352,-6.046811837951853,352,ramp
353,-6.050590179978259,353,bicycle
354,-6.053117029080167,354,remote
355,-6.055016364883819,355,high
356,-6.057554437312291,356,decker
357,-6.0613736653792865,357,shower
358,-6.075503637142273,358,racquet
359,-6.079392170881965,359,passenger
360,-6.083295884362437,360,surfer
361,-6.086560660360577,361,items
362,-6.089836130043048,362,running
363,-6.099064936480669,363,busy
364,-6.110387068750448,364,male
365,-6.113741650896602,365,face
366,-6.117107524151708,366,hands
367,-6.117107524151708,367,line
368,-6.129319344838471,368,lying
369,-6.132053454538941,369,preparing
370,-6.141682139658155,370,animal
371,-6.154199688359771,371,intersection
372,-6.159813738192538,372,book
373,-6.161222189129596,373,surfing
374,-6.161927159197566,374,dressed
375,-6.163338592035974,375,slice
376,-6.176847507032678,376,cut
377,-6.177563582967322,377,mouth
378,-6.178280172034173,378,rides
379,-6.181870840164901,379,pulling
380,-6.18475268653979,380,suitcase
381,-6.186196730112025,381,like
382,-6.1919938477963505,382,shown
383,-6.1963638474674685,383,tray
384,-6.19709404100119,384,he
385,-6.225995645073839,385,scissors
386,-6.225995645073839,386,made
387,-6.231272702174683,387,store
388,-6.235818164546359,388,zoo
389,-6.238098667245083,389,bottle
390,-6.238859991986843,390,batter
391,-6.240384382525939,391,gray
392,-6.240384382525939,392,enclosure
393,-6.247273043521124,393,number
394,-6.251120681973195,394,screen
395,-6.259637961492075,395,bag
396,-6.274522685968501,396,donuts
397,-6.276893291582837,397,surrounded
398,-6.27926953032472,398,bridge
399,-6.27926953032472,399,sleeping
400,-6.284039014723755,400,play
401,-6.284039014723755,401,dark
402,-6.285633911393571,402,him
403,-6.288031035993292,403,half
404,-6.288031035993292,404,knife
405,-6.290433920609603,405,microwave
406,-6.293646774778928,406,kids
407,-6.297677413045099,407,row
408,-6.298485493897152,408,jacket
409,-6.299294228272004,409,look
410,-6.299294228272004,410,carrots
411,-6.306602421578727,411,sand
412,-6.307417749793483,412,tub
413,-6.311504392178934,413,way
414,-6.318902699660379,414,silver
415,-6.319728122736548,415,decorated
416,-6.320554227698853,416,lake
417,-6.321381015674847,417,showing
418,-6.326356150314961,418,pile
419,-6.329686711262125,419,between
420,-6.331356160731666,420,buses
421,-6.334703444191723,421,walks
422,-6.337221280184064,422,meal
423,-6.337221280184064,423,forest
424,-6.33974547167997,424,toy
425,-6.342276050845689,425,adult
426,-6.346507965752268,426,few
427,-6.350757865901597,427,lined
428,-6.350757865901597,428,skiers
429,-6.354170838497838,429,colored
430,-6.362754582189229,430,cabinets
431,-6.364480208156699,431,older
432,-6.366208817057316,432,oranges
433,-6.375769950301299,433,boys
434,-6.376643694349896,434,furniture
435,-6.3783934760736845,435,purple
436,-6.387188607526511,436,swing
437,-6.388956954583254,437,mouse
438,-6.395170911551196,438,past
439,-6.397845902000499,439,girls
440,-6.40681457198326,440,kid
441,-6.409520933581003,441,cloudy
442,-6.412234639452599,442,grey
443,-6.417684244220164,443,photograph
444,-6.419507398781679,444,bread
445,-6.421333883307712,445,seat
446,-6.42775297916843,446,``
447,-6.428673365795758,447,throwing
448,-6.430516684290048,448,outdoor
449,-6.43978459122083,449,displayed
450,-6.442581795841891,450,waves
451,-6.450079487947692,451,onto
452,-6.451020664487755,452,crossing
453,-6.451020664487755,453,chocolate
454,-6.461432495412689,454,can
455,-6.4623844231380705,455,making
456,-6.464291001408652,456,coming
457,-6.465245655419103,457,attached
458,-6.465245655419103,458,have
459,-6.466201221664772,459,drinking
460,-6.47677316059017,460,leaning
461,-6.48258713045559,461,drink
462,-6.484532656361081,462,hair
463,-6.485506840558925,463,monitor
464,-6.4884351003380125,464,cats
465,-6.493334669179172,465,dining
466,-6.494317470241079,466,scene
467,-6.494317470241079,467,fruits
468,-6.498258362040955,468,hitting
469,-6.502214845936031,469,seen
470,-6.502214845936031,470,rocks
471,-6.505192515629954,471,apples
472,-6.508179078327704,472,lush
473,-6.509176584644829,473,fork
474,-6.516187129131046,474,shelf
475,-6.5181992022444675,475,female
476,-6.519206759004767,476,salad
477,-6.522235534666928,477,apple
478,-6.522235534666928,478,meter
479,-6.535467279876547,479,watch
480,-6.536492395291793,480,birthday
481,-6.54163379479221,481,office
482,-6.542665254398873,482,market
483,-6.548876454491515,483,lit
484,-6.550955457319347,484,no
485,-6.551996581827757,485,resting
486,-6.553038791406202,486,stone
487,-6.56563077310356,487,towards
488,-6.56563077310356,488,pan
489,-6.5666872972377615,489,painted
490,-6.5741143870813765,490,cross
491,-6.575179917283414,491,walls
492,-6.577314389812047,492,fries
493,-6.5848211274758,493,leaves
494,-6.586976300723784,494,rain
495,-6.590217794647955,495,sunny
496,-6.591300631786787,496,teeth
497,-6.592384642733046,497,snowboarder
498,-6.597822394033175,498,plastic
499,-6.59891350161551,499,catch
500,-6.601099294835489,500,bright
501,-6.601099294835489,501,flower
502,-6.607685487688347,502,clean
503,-6.60989056024666,503,been
504,-6.610994922589713,504,working
505,-6.610994922589713,505,public
506,-6.6121005058974625,506,blanket
507,-6.614315346227016,507,setting
508,-6.622106148014783,508,dish
509,-6.62434328541314,509,beautiful
510,-6.62546373370963,510,sun
511,-6.6265854388188306,511,windows
512,-6.636737810282847,512,books
513,-6.63787224035346,513,tables
514,-6.640144968604462,514,surfboards
515,-6.640144968604462,515,moving
516,-6.640144968604462,516,mountains
517,-6.64814044238066,517,police
518,-6.649287889437137,518,bikes
519,-6.649287889437137,519,pictures
520,-6.653890889509098,520,trying
521,-6.653890889509098,521,uniform
522,-6.653890889509098,522,donut
523,-6.655044957727204,523,rail
524,-6.660835361861908,524,edge
525,-6.661997477042085,525,stopped
526,-6.66899867250107,526,clear
527,-6.670170318797961,527,bath
528,-6.672517737716266,528,underneath
529,-6.677229171637585,529,helmet
530,-6.6784105066834165,530,ride
531,-6.685527974452279,531,platform
532,-6.686719159822433,532,rock
533,-6.689105795800163,533,slices
534,-6.6914981414387835,534,skateboarding
535,-6.692696463930892,535,having
536,-6.699916711904379,536,yard
537,-6.703546479954959,537,statue
538,-6.704759336380167,538,cellphone
539,-6.70597366561257,539,dress
540,-6.708406756837212,540,eat
541,-6.70962552603134,541,base
542,-6.712067529686893,542,time
543,-6.713290771429637,543,nice
544,-6.7169695002870995,544,controller
545,-6.731821258423125,545,shot
546,-6.736821268839831,546,branch
547,-6.743106644654791,547,pitch
548,-6.746896920828572,548,vases
549,-6.748163545443765,549,sandy
550,-6.75324614850723,550,path
551,-6.75324614850723,551,computers
552,-6.755797170298836,552,or
553,-6.755797170298836,553,passing
554,-6.755797170298836,554,motor
555,-6.76091882041889,555,placed
556,-6.763489515921991,556,sauce
557,-6.7647773461064205,557,pieces
558,-6.766066836936293,558,''
559,-6.768650817702218,559,family
560,-6.768650817702218,560,country
561,-6.769945316264863,561,doughnut
562,-6.769945316264863,562,shore
563,-6.771241492726309,563,vehicle
564,-6.773838896783996,564,boards
565,-6.773838896783996,565,cart
566,-6.775140133141967,566,brushing
567,-6.779054032463103,567,case
568,-6.779054032463103,568,eaten
569,-6.784296508427953,569,town
570,-6.785611433009263,570,perched
571,-6.793537498281683,571,dinner
572,-6.793537498281683,572,tarmac
573,-6.794864638489745,573,cooking
574,-6.797524214525504,574,surface
575,-6.797524214525504,575,catcher
576,-6.800190882772419,576,just
577,-6.800190882772419,577,wet
578,-6.80823382157188,578,nintendo
579,-6.812279680091423,579,basket
580,-6.816341974100302,580,types
581,-6.816341974100302,581,plant
582,-6.827256134280981,582,doughnuts
583,-6.8286288180929535,583,pizzas
584,-6.83000338875612,584,hotel
585,-6.831379851464844,585,enjoying
586,-6.8341384739039235,586,single
587,-6.8341384739039235,587,trains
588,-6.8341384739039235,588,toppings
589,-6.835520644130874,589,watches
590,-6.835520644130874,590,reading
591,-6.839678654279538,591,laptops
592,-6.841068508568593,592,lap
593,-6.843854025690019,593,others
594,-6.843854025690019,594,guys
595,-6.845249699328994,595,modern
596,-6.846647323595631,596,they
597,-6.850851954877664,597,variety
598,-6.853664896254278,598,tiled
599,-6.853664896254278,599,lamp
600,-6.853664896254278,600,engine
601,-6.860732063477371,601,trucks
602,-6.864996462263829,602,multiple
603,-6.864996462263829,603,performing
604,-6.866421979255049,604,pitcher
605,-6.866421979255049,605,rice
606,-6.869279124055829,606,pretty
607,-6.869279124055829,607,jump
608,-6.872144455529115,608,gathered
609,-6.872144455529115,609,tricks
610,-6.87358020595522,610,shows
611,-6.875018020724847,611,bowls
612,-6.882238268698334,612,mounted
613,-6.883688595275981,613,appliances
614,-6.888052238563754,614,benches
615,-6.888052238563754,615,cute
616,-6.890971948667088,616,woods
617,-6.893900208446178,617,passengers
618,-6.8953675601401265,618,phones
619,-6.904217175417109,619,five
620,-6.904217175417109,620,pen
621,-6.9056997553773325,621,shop
622,-6.907184536644911,622,bathtub
623,-6.907184536644911,623,feeding
624,-6.9101607293179566,624,beer
625,-6.911652153904628,625,fresh
626,-6.91764019574925,626,gear
627,-6.919142825633784,627,pasture
628,-6.922154876103777,628,post
629,-6.923664310352631,629,plants
630,-6.925176026437953,630,candles
631,-6.9266900312691675,631,place
632,-6.929724934964323,632,dirty
633,-6.937352737013208,633,cattle
634,-6.937352737013208,634,railroad
635,-6.94042022408107,635,flies
636,-6.941957503399957,636,curb
637,-6.9512311401852855,637,distance
638,-6.960591582944849,638,fenced
639,-6.960591582944849,639,graffiti
640,-6.963731302949517,640,end
641,-6.968459444145463,641,drinks
642,-6.968459444145463,642,carriage
643,-6.9747986095891985,643,brush
644,-6.977983325656719,644,vintage
645,-6.97957949518954,645,fly
646,-6.97957949518954,646,match
647,-6.9827794979202125,647,poles
648,-6.984383347502186,648,toothbrush
649,-6.987598784356161,649,containing
650,-6.987598784356161,650,after
651,-6.990824593605042,651,chicken
652,-6.992441408831949,652,take
653,-6.9940608423842505,653,bags
654,-6.995682902756119,654,concrete
655,-6.995682902756119,655,sandwiches
656,-6.998934938142497,656,school
657,-7.002197583777313,657,below
658,-7.01040107523014,658,crowded
659,-7.012049880220324,659,left
660,-7.015355668354825,660,shoes
661,-7.018672420980819,661,planes
662,-7.020334931754432,662,bar
663,-7.025339112339008,663,fireplace
664,-7.027012752897038,664,pulled
665,-7.030368460744009,665,bottles
666,-7.033735467291914,666,center
667,-7.037113848883541,667,tile
668,-7.037113848883541,668,dock
669,-7.037113848883541,669,sliced
670,-7.038807329389874,670,steel
671,-7.040503682638052,671,sofa
672,-7.042202918391013,672,alone
673,-7.049028883461412,673,fridge
674,-7.049028883461412,674,huge
675,-7.054179109437728,675,right
676,-7.054179109437728,676,beds
677,-7.057627388716645,677,boxes
678,-7.059355997617262,678,skateboards
679,-7.062822205593749,679,well
680,-7.062822205593749,680,pot
681,-7.062822205593749,681,she
682,-7.064559825492289,682,takes
683,-7.064559825492289,683,striped
684,-7.0663004699700736,684,neck
685,-7.0663004699700736,685,trunk
686,-7.075049432163308,686,pillows
687,-7.078570562561888,687,served
688,-7.082104135143199,688,nearby
689,-7.085650238149949,689,control
690,-7.085650238149949,690,catching
691,-7.087428016395949,691,flat
692,-7.090993082560445,692,equipment
693,-7.094570903908329,693,sinks
694,-7.094570903908329,694,bushes
695,-7.098161572039057,695,reaching
696,-7.098161572039057,696,church
697,-7.099961752543205,697,clothes
698,-7.099961752543205,698,feet
699,-7.099961752543205,699,plays
700,-7.101765179542355,700,floating
701,-7.103571864767305,701,rack
702,-7.103571864767305,702,tomatoes
703,-7.103571864767305,703,suitcases
704,-7.107195057136725,704,dry
705,-7.110831424780109,705,giant
706,-7.118144071626395,706,atop
707,-7.118144071626395,707,putting
708,-7.118144071626395,708,foods
709,-7.119980619433697,709,pose
710,-7.119980619433697,710,commercial
711,-7.119980619433697,711,airplanes
712,-7.121820546355703,712,container
713,-7.1255105874431575,713,polar
714,-7.129214295380642,714,poses
715,-7.132931771780775,715,mother
716,-7.134795705218837,716,bicycles
717,-7.134795705218837,717,professional
718,-7.136663119393633,718,including
719,-7.138534027329445,719,shaped
720,-7.142286376947995,720,towel
721,-7.142286376947995,721,work
722,-7.142286376947995,722,away
723,-7.14794143443134,723,vehicles
724,-7.149833582583378,724,space
725,-7.149833582583378,725,serving
726,-7.149833582583378,726,not
727,-7.151729317748277,727,lone
728,-7.151729317748277,728,run
729,-7.151729317748277,729,prepares
730,-7.155531603698016,730,staring
731,-7.155531603698016,731,potatoes
732,-7.155531603698016,732,dessert
733,-7.1574381819685975,733,taken
734,-7.159348402224717,734,smiles
735,-7.159348402224717,735,subway
736,-7.159348402224717,736,hay
737,-7.161262278407001,737,both
738,-7.161262278407001,738,wild
739,-7.16702598312375,739,serve
740,-7.16702598312375,740,cream
741,-7.1708869917812095,741,surfers
742,-7.172823100808076,742,dishes
743,-7.172823100808076,743,sticking
744,-7.174762965625904,744,style
745,-7.17865402111887,745,legs
746,-7.180605241250131,746,cabinet
747,-7.186481849739117,747,arm
748,-7.190418862698456,748,breakfast
749,-7.192393197002174,749,cement
750,-7.192393197002174,750,christmas
751,-7.194371437014279,751,trail
752,-7.198339696189899,752,lays
753,-7.200329746597911,753,asian
754,-7.202323765204774,754,show
755,-7.208329789264987,755,wire
756,-7.210339840193011,756,outdoors
757,-7.2163943491017175,757,highway
758,-7.21842069224695,758,cooked
759,-7.220451149797331,759,couches
760,-7.222485738495118,760,games
761,-7.222485738495118,761,swings
762,-7.226567376814767,762,painting
763,-7.228614460436493,763,square
764,-7.228614460436493,764,shorts
765,-7.23066574320705,765,backpack
766,-7.23066574320705,766,stacked
767,-7.23066574320705,767,where
768,-7.236844959573007,768,spoon
769,-7.238913212637067,769,pool
770,-7.245143762387702,770,reflection
771,-7.2472292688787245,771,cluttered
772,-7.249319133798183,772,throw
773,-7.251413375401299,773,military
774,-7.25351201205822,774,round
775,-7.25351201205822,775,boarding
776,-7.259834477797707,776,french
777,-7.259834477797707,777,business
778,-7.264071772273221,778,soup
779,-7.268327097843359,779,drives
780,-7.270461570371992,780,toward
781,-7.270461570371992,781,docked
782,-7.272600608620742,782,blender
783,-7.281202812203405,783,assortment
784,-7.283364975207901,784,controllers
785,-7.28553182329299,785,get
786,-7.28553182329299,786,team
787,-7.28553182329299,787,hillside
788,-7.287703376806499,788,same
789,-7.289879656229093,789,lawn
790,-7.294246475395434,790,sunglasses
791,-7.294246475395434,791,swimming
792,-7.300832668248292,792,go
793,-7.307462526786962,793,adults
794,-7.307462526786962,794,garden
795,-7.307462526786962,795,clocks
796,-7.309682283525273,796,van
797,-7.311906978547386,797,umpire
798,-7.318610914269575,798,wedding
799,-7.320855584123398,799,stairs
800,-7.320855584123398,800,mid
801,-7.323105303857414,801,wooded
802,-7.323105303857414,802,hotdog
803,-7.325360096244504,803,jumps
804,-7.325360096244504,804,among
805,-7.325360096244504,805,bun
806,-7.327619984211941,806,drawn
807,-7.327619984211941,807,eats
808,-7.3298849908427925,808,stall
809,-7.3298849908427925,809,seated
810,-7.332155139377333,810,ledge
811,-7.336710955913194,811,low
812,-7.341287622940605,812,rackets
813,-7.343583835200954,813,skies
814,-7.350504278045529,814,toddler
815,-7.352821776185891,815,shelves
816,-7.352821776185891,816,flag
817,-7.355144657602031,817,rocky
818,-7.357472947361622,818,which
819,-7.359806670707842,819,restroom
820,-7.3621458530610155,820,assorted
821,-7.3621458530610155,821,desktop
822,-7.366840697365223,822,rug
823,-7.366840697365223,823,onions
824,-7.369196411057681,824,trash
825,-7.369196411057681,825,event
826,-7.369196411057681,826,snowboarding
827,-7.371557687243362,827,gate
828,-7.376297032607258,828,does
829,-7.376297032607258,829,fish
830,-7.378675155012225,830,pillow
831,-7.381058946367501,831,things
832,-7.381058946367501,832,landing
833,-7.381058946367501,833,eyes
834,-7.385843644490837,834,stainless
835,-7.388244606028376,835,cups
836,-7.390651346058942,836,clouds
837,-7.393063892464324,837,broken
838,-7.393063892464324,838,land
839,-7.395482273328607,839,facing
840,-7.395482273328607,840,glove
841,-7.395482273328607,841,kitten
842,-7.400336651793404,842,flock
843,-7.402772706591286,843,foot
844,-7.402772706591286,844,ice
845,-7.405214710246838,845,closeup
846,-7.407662691885477,846,skating
847,-7.410116680847045,847,floors
848,-7.412576706687906,848,party
849,-7.4150427991831,849,before
850,-7.41751498832849,850,desert
851,-7.427465319181657,851,steps
852,-7.432477861005202,852,arms
853,-7.434993585602449,853,friends
854,-7.434993585602449,854,eggs
855,-7.437515655035158,855,doors
856,-7.4400441013885175,856,cakes
857,-7.442578956991705,857,race
858,-7.442578956991705,858,trailer
859,-7.445120254420377,859,construction
860,-7.445120254420377,860,kneeling
